pfa_name_safelives,financial_year,marac_count,cases_discussed,recommended_cases,cases_per_10k_adult_females,repeat_cases,repeat_cases_pct,children_in_household,housing_referrals,source
Merseyside,2020-21,5.0,4941.0,2350.0,83.97752502410424,1882.0,38.089455575794375,6486.0,58.1,SafeLives MARAC annual data 2020-21 England and Wales
Merseyside,2021-22,5.0,5119.0,2350.0,87.00282343622538,2039.0,39.83199843719476,6759.0,81.5,SafeLives MARAC annual data 2021-22 England and Wales
Merseyside,2022-23,5.0,4840.0,2350.0,82.26092311610292,1790.0,36.98347107438016,6924.0,79.0,SafeLives MARAC annual data 2022-23 England and Wales
Merseyside,2023-24,5.0,5079.0,2440.0,83.1923316948206,1864.0,36.700137822405985,6667.0,69.5,SafeLives MARAC annual data 2023-24 England and Wales
Merseyside,2024-25,5.0,4349.0,2440.0,71.23517435337168,1400.0,32.191308346746375,6367.0,68.2,SafeLives MARAC annual data 2024-25 England and Wales
Metropolitan Police,2018-19,32.0,12518.0,13370.0,37.44329142025772,2821.0,23.0,13480.0,356.3,SafeLives MARAC annual data 2018-19 England and Wales
Metropolitan Police,2019-20,32.0,13066.0,13370.0,39.08244493506051,3030.0,23.189958671360785,13699.0,448.1,SafeLives MARAC annual data 2019-20 England and Wales
Metropolitan Police,2020-21,32.0,15960.0,13370.0,47.73885054060659,4015.0,25.156641604010026,16531.0,581.5,SafeLives MARAC annual data 2020-21 England and Wales
Metropolitan Police,2021-22,31.0,16839.0,12960.0,51.94352502783956,4388.0,26.05855454599442,17379.0,640.0999999999999,SafeLives MARAC annual data 2021-22 England and Wales
Metropolitan Police,2022-23,29.0,15665.0,11960.0,52.36916567711843,4115.0,26.268751994893076,15874.0,476.5,SafeLives MARAC annual data 2022-23 England and Wales
Metropolitan Police,2023-24,29.0,15365.0,13040.0,47.098138543013796,4141.0,26.95086234949561,15548.0,485.33,SafeLives MARAC annual data 2023-24 England and Wales
Metropolitan Police,2024-25,30.0,16585.0,13760.0,48.18908134497077,3828.0,23.081097377148023,16264.0,565.93,SafeLives MARAC annual data 2024-25 England and Wales
Norfolk,2018-19,3.0,1791.0,1460.0,48.80654242027038,467.0,26.0,1948.0,89.0,SafeLives MARAC annual data 2018-19 England and Wales
Norfolk,2019-20,3.0,1176.0,1460.0,32.04717693257285,353.0,30.017006802721085,1294.0,47.0,SafeLives MARAC annual data 2019-20 England and Wales
Norfolk,2020-21,3.0,1057.0,1460.0,28.804307838205357,280.0,26.490066225165563,1164.0,23.0,SafeLives MARAC annual data 2020-21 England and Wales
Norfolk,2021-22,3.0,1004.0,1460.0,27.36000479617614,257.0,25.59760956175299,1034.0,26.0,SafeLives MARAC annual data 2021-22 England and Wales
Norfolk,2022-23,,,,,,,,,SafeLives MARAC annual data 2022-23 England and Wales
Norfolk,2023-24,0.0,0.0,0.0,,0.0,,0.0,0.0,SafeLives MARAC annual data 2023-24 England and Wales
Norfolk,2024-25,,,,,,,,,SafeLives MARAC annual data 2024-25 England and Wales
North Yorkshire,2018-19,5.0,864.0,1350.0,25.403023077352795,184.0,21.0,1022.0,6.0,SafeLives MARAC annual data 2018-19 England and Wales
North Yorkshire,2019-20,5.0,1247.0,1350.0,36.66385390909599,449.0,36.00641539695268,1906.0,7.0,SafeLives MARAC annual data 2019-20 England and Wales
North Yorkshire,2020-21,5.0,1441.0,1350.0,42.36777344266826,541.0,37.543372657876475,2177.0,3.0,SafeLives MARAC annual data 2020-21 England and Wales
North Yorkshire,2021-22,5.0,1871.0,1350.0,55.01048168718411,790.0,42.22340994120791,3077.0,8.0,SafeLives MARAC annual data 2021-22 England and Wales
North Yorkshire,2022-23,5.0,1933.0,1350.0,56.833383806160825,695.0,35.95447490946715,3100.0,9.0,SafeLives MARAC annual data 2022-23 England and Wales
North Yorkshire,2023-24,5.0,1966.0,1430.0,55.29088178550737,719.0,36.571719226856565,3271.0,5.0,SafeLives MARAC annual data 2023-24 England and Wales
North Yorkshire,2024-25,5.0,1822.0,1430.0,51.24109186835933,621.0,34.0834248079034,3119.0,14.0,SafeLives MARAC annual data 2024-25 England and Wales
Northamptonshire,2018-19,5.0,1108.0,1140.0,39.15720132031863,375.0,34.0,1478.0,12.0,SafeLives MARAC annual data 2018-19 England and Wales
Northamptonshire,2019-20,5.0,1261.0,1140.0,44.56428778422544,408.0,32.35527359238699,1603.0,10.0,SafeLives MARAC annual data 2019-20 England and Wales
Northamptonshire,2020-21,5.0,1524.0,1140.0,53.858822032640425,604.0,39.63254593175853,1953.0,14.5,SafeLives MARAC annual data 2020-21 England and Wales
Northamptonshire,2021-22,5.0,1538.0,1140.0,54.3535881143051,568.0,36.93107932379714,2302.0,19.0,SafeLives MARAC annual data 2021-22 England and Wales
Northamptonshire,2022-23,5.0,1503.0,1140.0,53.11667291014341,652.0,43.37990685296075,2296.0,18.0,SafeLives MARAC annual data 2022-23 England and Wales
Northamptonshire,2023-24,5.0,1510.0,1290.0,46.77688664194617,622.0,41.19205298013245,2492.0,29.0,SafeLives MARAC annual data 2023-24 England and Wales
Northamptonshire,2024-25,5.0,1473.0,1290.0,45.63069802886536,657.0,44.602851323828915,2426.0,34.5,SafeLives MARAC annual data 2024-25 England and Wales
Northumbria,2018-19,6.0,3524.0,2430.0,58.13080751345636,1128.0,32.0,5595.0,162.0,SafeLives MARAC annual data 2018-19 England and Wales
Northumbria,2019-20,6.0,3615.0,2430.0,59.63191519896275,1156.0,31.977869986168738,5911.0,193.5,SafeLives MARAC annual data 2019-20 England and Wales
Northumbria,2020-21,6.0,3496.0,2430.0,57.668928225608234,1077.0,30.80663615560641,4655.0,103.0,SafeLives MARAC annual data 2020-21 England and Wales
Northumbria,2021-22,6.0,3066.0,2430.0,50.575782019369235,870.0,28.37573385518591,4426.0,66.5,SafeLives MARAC annual data 2021-22 England and Wales
Northumbria,2022-23,6.0,2993.0,2430.0,49.371596733193776,804.0,26.862679585699965,4290.0,72.0,SafeLives MARAC annual data 2022-23 England and Wales
Northumbria,2023-24,6.0,2999.0,2480.0,48.44097276063473,866.0,28.87629209736579,4655.0,91.0,SafeLives MARAC annual data 2023-24 England and Wales
Northumbria,2024-25,6.0,3504.0,2480.0,56.597922158474184,891.0,25.42808219178082,5083.0,65.5,SafeLives MARAC annual data 2024-25 England and Wales
Nottinghamshire,2018-19,3.0,1784.0,1820.0,39.25978578769347,435.0,24.0,2306.0,76.4,SafeLives MARAC annual data 2018-19 England and Wales
Nottinghamshire,2019-20,3.0,1994.0,1820.0,43.88117312817308,494.0,24.77432296890672,2486.0,77.9,SafeLives MARAC annual data 2019-20 England and Wales
Nottinghamshire,2020-21,3.0,2008.0,1820.0,44.18926561753839,668.0,33.266932270916335,2430.0,72.5,SafeLives MARAC annual data 2020-21 England and Wales
Nottinghamshire,2021-22,3.0,2405.0,1820.0,52.92588835168317,751.0,31.22661122661123,3245.0,104.5,SafeLives MARAC annual data 2021-22 England and Wales
Nottinghamshire,2022-23,3.0,2698.0,1820.0,59.3738240219714,1035.0,38.36174944403262,3582.0,61.0,SafeLives MARAC annual data 2022-23 England and Wales
Nottinghamshire,2023-24,3.0,2616.0,1940.0,53.967297797985715,872.0,33.33333333333333,3655.0,53.0,SafeLives MARAC annual data 2023-24 England and Wales
Nottinghamshire,2024-25,3.0,2179.0,1940.0,44.95211846399498,592.0,27.168425883432768,2336.0,62.5,SafeLives MARAC annual data 2024-25 England and Wales
South Yorkshire,2018-19,4.0,2169.0,2240.0,38.790328349667355,747.0,34.0,2585.0,64.5,SafeLives MARAC annual data 2018-19 England and Wales
South Yorkshire,2019-20,4.0,2618.0,2240.0,46.82023034551828,910.0,34.75935828877005,2922.0,77.0,SafeLives MARAC annual data 2019-20 England and Wales
South Yorkshire,2020-21,4.0,3273.0,2240.0,58.534229916303026,1093.0,33.3944393522762,3395.0,63.5,SafeLives MARAC annual data 2020-21 England and Wales
South Yorkshire,2021-22,4.0,3552.0,2240.0,63.52385721439302,1179.0,33.192567567567565,4121.0,52.0,SafeLives MARAC annual data 2021-22 England and Wales
South Yorkshire,2022-23,4.0,3334.0,2240.0,59.62515201373489,1041.0,31.22375524895021,4558.0,66.5,SafeLives MARAC annual data 2022-23 England and Wales
South Yorkshire,2023-24,4.0,3533.0,2290.0,61.52469085279525,1038.0,29.380130200962356,4161.0,59.83,SafeLives MARAC annual data 2023-24 England and Wales
South Yorkshire,2024-25,4.0,3778.0,2290.0,65.79119219979069,1212.0,32.08046585494971,4670.0,49.24,SafeLives MARAC annual data 2024-25 England and Wales
Staffordshire,2018-19,3.0,1460.0,1820.0,31.96902945530029,262.0,18.0,1624.0,2.0,SafeLives MARAC annual data 2018-19 England and Wales
Staffordshire,2019-20,3.0,1332.0,1820.0,29.16626522908218,243.0,18.243243243243242,1571.0,4.0,SafeLives MARAC annual data 2019-20 England and Wales
Staffordshire,2020-21,10.0,1769.0,1800.0,42.39672748869457,369.0,20.859242509892596,2090.0,11.0,SafeLives MARAC annual data 2020-21 England and Wales
Staffordshire,2021-22,10.0,2001.0,1800.0,44.50989071609541,428.0,21.38930534732634,2444.0,8.0,SafeLives MARAC annual data 2021-22 England and Wales
Staffordshire,2022-23,10.0,1934.0,1800.0,43.01955454519167,393.0,20.320579110651497,2569.0,6.5,SafeLives MARAC annual data 2022-23 England and Wales
Staffordshire,2023-24,10.0,1942.0,1900.0,41.01026312455125,307.0,15.80844490216272,2681.0,8.0,SafeLives MARAC annual data 2023-24 England and Wales
Staffordshire,2024-25,10.0,2097.0,1900.0,44.28348186003295,404.0,19.26561754887935,2892.0,3.0,SafeLives MARAC annual data 2024-25 England and Wales
Suffolk,2018-19,3.0,1807.0,1210.0,59.68088725365533,552.0,31.0,2040.0,4.0,SafeLives MARAC annual data 2018-19 England and Wales
Suffolk,2019-20,3.0,1696.0,1210.0,56.014822790370474,801.0,47.22877358490566,1953.0,2.5,SafeLives MARAC annual data 2019-20 England and Wales
Suffolk,2020-21,3.0,1669.0,1210.0,55.12307738038226,534.0,31.99520671060515,1903.0,5.0,SafeLives MARAC annual data 2020-21 England and Wales
Suffolk,2021-22,3.0,1415.0,1210.0,46.73406500493763,361.0,25.512367491166078,1547.0,15.0,SafeLives MARAC annual data 2021-22 England and Wales
Suffolk,2022-23,3.0,1132.0,1210.0,37.3872520039501,243.0,21.46643109540636,1364.0,13.5,SafeLives MARAC annual data 2022-23 England and Wales
Suffolk,2023-24,3.0,998.0,1060.0,37.74940898345154,187.0,18.7374749498998,1109.0,28.0,SafeLives MARAC annual data 2023-24 England and Wales
Suffolk,2024-25,3.0,1023.0,1060.0,38.695035460992905,211.0,20.625610948191593,1098.0,23.0,SafeLives MARAC annual data 2024-25 England and Wales
Surrey,2018-19,4.0,1028.0,1880.0,21.823075992281254,318.0,31.0,1296.0,9.0,SafeLives MARAC annual data 2018-19 England and Wales
Surrey,2019-20,4.0,1314.0,1880.0,27.894476511534602,386.0,29.37595129375951,1891.0,9.0,SafeLives MARAC annual data 2019-20 England and Wales
Surrey,2020-21,4.0,1392.0,1880.0,29.550313016785513,510.0,36.637931034482754,2066.0,5.0,SafeLives MARAC annual data 2020-21 England and Wales
Surrey,2021-22,4.0,1485.0,1880.0,31.524579619200065,513.0,34.54545454545455,2204.0,3.0,SafeLives MARAC annual data 2021-22 England and Wales
Surrey,2022-23,4.0,1593.0,1880.0,33.81727631877825,443.0,27.809165097300692,2281.0,25.0,SafeLives MARAC annual data 2022-23 England and Wales
Surrey,2023-24,4.0,1614.0,2010.0,32.05949479480136,395.0,24.473358116480792,2230.0,10.0,SafeLives MARAC annual data 2023-24 England and Wales
Surrey,2024-25,4.0,1868.0,2010.0,37.10479323214928,463.0,24.785867237687366,2603.0,12.0,SafeLives MARAC annual data 2024-25 England and Wales
Sussex,2018-19,7.0,2421.0,2760.0,35.04033763775151,616.0,25.0,2982.0,26.0,SafeLives MARAC annual data 2018-19 England and Wales
Sussex,2019-20,7.0,2745.0,2760.0,39.729750853212686,945.0,34.42622950819672,3265.0,59.0,SafeLives MARAC annual data 2019-20 England and Wales
Sussex,2020-21,7.0,2838.0,2760.0,41.07578612802098,981.0,34.56659619450317,3761.0,45.5,SafeLives MARAC annual data 2020-21 England and Wales
Sussex,2021-22,7.0,3044.0,2760.0,44.05732662920926,1020.0,33.50854139290407,4276.0,60.0,SafeLives MARAC annual data 2021-22 England and Wales
Sussex,2022-23,8.0,3055.0,2760.0,44.21653510257368,1032.0,33.780687397708675,3697.0,54.0,SafeLives MARAC annual data 2022-23 England and Wales
